id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
889,Porno,0,"Three tales of the erotic: Two young ladies experiment with lesbianism, a handsome and wealthy socialite makes a beautiful woman patiently wait to make love to him, and a gorgeous, but controlling and dominating blind woman makes a hunky stud her sexual hostage in her swanky mansion home.",4.8,0,/8eAVBvK7ux51Ab9edZLbvCjEbbt.jpg,197158,pt,Pornô!,74.962,/bhbPSpYjsRJAK7rXqL8APK9EwBl.jpg,1981-01-01,0,69,1,
890,Batman v Superman: Dawn of Justice,0,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",5.97,0,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,209112,en,Batman v Superman: Dawn of Justice,73.855,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,0,17782,1,https://www.youtube.com/watch?v=s9EkdAHqtvU
891,Pacific Rim,0,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",6.9,0,/ig7qUy7drkEFZNCK7gi0hMn1WMN.jpg,68726,en,Pacific Rim,59.304,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,2013-07-11,0,12269,1,https://www.youtube.com/watch?v=hQAQxQop6Io
892,The Fate of the Furious,0,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",6.876,0,/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,337339,en,The Fate of the Furious,64.236,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,2017-04-12,0,10168,1,https://www.youtube.com/watch?v=iVdIiOKBPkg
893,Tumbbad,0,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",7.5,0,/l0YKBu3LaehIFzBNjseLjx7MbaN.jpg,538858,hi,तुम्बाड,78.271,/z1xOCxw780WFJC5uCTMfCkQ4Agi.jpg,2018-10-12,0,240,1,https://www.youtube.com/watch?v=ZjuhALyNgss
894,Percy Jackson & the Olympians: The Lightning Thief,0,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",6.214,0,/s8saYSOUJSBsxsrQsNnpFlP2oiA.jpg,32657,en,Percy Jackson & the Olympians: The Lightning Thief,56.742,/8wmqmvJknPv6WptTRSA9kGUkPV7.jpg,2010-02-01,0,7357,1,https://www.youtube.com/watch?v=R86InkfdboA
895,Cars 3,0,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",6.852,0,/86TlYSntBzD4pxLNM6U3GoOfGdD.jpg,260514,en,Cars 3,74.733,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,2017-06-15,0,5706,1,https://www.youtube.com/watch?v=ZuaseSovWDY
896,Reunion Goals: The Beginning,0,"Are we dating? Even if I slept with her?  Is it alright for friends to sleep with each other?  Pretending not to know, pretending to know all the flirting going around.  The flirting goes on any time and at any place!  Today with this one, tomorrow with that one and who knows who the day after...",8.5,0,/ji6mDx6xUAEsl65AZRrW6pWKxs4.jpg,473924,ko,동창회의 목적: 더 비기닝,92.393,/sqJD8nD2zjRaENBsdcqwpJiSGXj.jpg,2017-02-02,0,6,1,
897,Fight Club,0,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",8.438,0,/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,550,en,Fight Club,76.411,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,0,29118,1,https://www.youtube.com/watch?v=dfeUzm6KF4g
898,Man of Steel,0,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",6.626,0,/4oYBCR2CWtKpfkOKCzpmlE5EdxY.jpg,49521,en,Man of Steel,64.662,/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,2013-06-12,0,14967,1,https://www.youtube.com/watch?v=vGrBV1C4hgo
899,Love Don't Co$t a Thing,0,High school loser pays a cheerleader to pose as his girlfriend so he can be considered cool.,7.348,0,/bYk4H2MSvNWckhrYhZNQHe8v90o.jpg,21542,en,Love Don't Co$t a Thing,58.598,/88zspc72LIkfiuMnGpHnsWCuqEH.jpg,2003-12-12,0,499,1,https://www.youtube.com/watch?v=qi83JMiIq1c
900,The Adventure of A.R.I.: My Robot Friend,0,A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,6.962,0,/xPTefQ4CZpWapxiEsAZsxtidS49.jpg,682075,en,The Adventure of A.R.I.: My Robot Friend,77.749,/txcjXiyhBvsSFyZtgCHWW7CyIeN.jpg,2022-01-13,0,13,1,https://www.youtube.com/watch?v=fQ1FzSDTofM
901,American Pie Presents: Girls' Rules,0,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",6.141,0,/75ooojtgiKYm5LcCczbCexioZze.jpg,660982,en,American Pie Presents: Girls' Rules,57.593,/xqvX5A24dbIWaeYsMTxxKX5qOfz.jpg,2020-10-06,0,605,1,https://www.youtube.com/watch?v=fGjfQjIKWkw
902,Mission: Impossible - Ghost Protocol,0,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",7.089,0,/ih4lZkUpmSE7AP3maymiO72xJ1z.jpg,56292,en,Mission: Impossible - Ghost Protocol,55.575,/eRZTGx7GsiKqPch96k27LK005ZL.jpg,2011-12-07,0,9754,1,https://www.youtube.com/watch?v=7wkih9Yvxq0
903,Never Let Go,0,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",4.7,0,/b6DU3kBmicMbpNvvkqf1cHaceMF.jpg,814889,en,Never Let Go,73.796,/am1FjwwViUoXRvCOdE7gKzvts1t.jpg,2024-09-18,0,3,1,https://www.youtube.com/watch?v=-H3yhfkJBnQ
904,After Everything,0,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",6.949,0,/zzK0HDEswyhHFDFWlPz6HdgXKH5.jpg,820525,en,After Everything,71.858,/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg,2023-09-13,0,821,1,https://www.youtube.com/watch?v=NsmopvKNSE4
905,Hijack 1971,0,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",6.4,0,/1pbV8uC6EUYOYnPqWfrQFPdAj1O.jpg,1147710,ko,하이재킹,102.84,/1ahGkWMv8Cehlf3hwCSlwJdXaej.jpg,2024-06-21,0,24,1,https://www.youtube.com/watch?v=UxyutkXQnvA
906,Other Side of the Box,0,A couple receives a mysterious package from an old friend.,6.729,0,/tcrljv2iFjZgoJV7RNf45TNFso1.jpg,595801,en,Other Side of the Box,67.126,/urrCNl6jz5h1xIm0JZk0Dn5SEUJ.jpg,2018-10-31,0,70,1,
907,Annabelle: Creation,0,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",6.595,0,/o8u0NyEigCEaZHBdCYTRfXR8U4i.jpg,396422,en,Annabelle: Creation,68.494,/tb86j8jVCVsdZnzf8I6cIi65IeM.jpg,2017-08-03,0,5533,1,https://www.youtube.com/watch?v=EjZkJa6Z-SY
908,Gran Turismo,0,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,7.8,0,/xFYpUmB01nswPgbzi8EOCT1ZYFu.jpg,980489,en,Gran Turismo,88.031,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09,0,2588,1,https://www.youtube.com/watch?v=ZCYHn8mvyF8
909,Shrek the Third,0,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",6.298,0,/qSNz1G1Ts8fFw6v4Vae4aMAjcY7.jpg,810,en,Shrek the Third,83.986,/n4SexGGQzI26E269tfpa80MZaGV.jpg,2007-05-17,0,8877,1,https://www.youtube.com/watch?v=_MoIr7811Bs
910,Wallbanger,0,"Caroline is a young, single interior designer living in San Francisco who has been without a boyfriend for some time. She moves into an apartment that seems perfect, only to be awakened nightly by her neighbor, Simon, aka the “wallbanger.” The tension between them is as thick as the walls are thin, and suddenly, Caroline is finding she may have discovered a whole new definition of neighborly.",6.0,0,/mghFVj29zoubxOrO2d6Y3ScrYNu.jpg,1217048,en,Wallbanger,80.825,/bHXdIPo2mrzLYb1G9O8e4GEo3e5.jpg,2024-04-11,0,1,1,https://www.youtube.com/watch?v=YDLO2De3zqQ
911,The Exorcism of God,0,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",7.102,0,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,836225,en,The Exorcism of God,76.421,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,0,1049,1,https://www.youtube.com/watch?v=VdLI8I4jZD0
912,Indecent Proposal,0,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,6.342,0,/qyeIkGJuxdjfimkB8eu9AzGZyGM.jpg,4478,en,Indecent Proposal,74.289,/a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,1993-04-07,0,1385,1,https://www.youtube.com/watch?v=Ad98qFf7PTE
913,A Bronx Tale,0,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",7.865,0,/krYelh3x8VdSeAqOSd81NTek1aw.jpg,1607,en,A Bronx Tale,76.022,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,1993-10-01,0,2412,1,https://www.youtube.com/watch?v=q5nQyoo1LwY
914,Purpose of Reunion 2,0,"I am a teacher! And you are a student! During school days, the first girl Daebeom fell in love with was a practice teacher. He hit on her daringly but she did nothing but treat him like a child. Grown up Daebeom always wants to see her again and one day he heard news that she will attend this alumni reunion. Daebeom decides to seduce her at the reunion. I should sleep with her!",5.1,0,/xdFi3dVbWiCvPVAQJMKwY9OnNeg.jpg,534171,ko,동창회의 목적 2,74.957,/iLzUj5gGtJbAIfbPaS3v0ITZhmD.jpg,2017-08-31,0,13,1,https://www.youtube.com/watch?v=LmW0FtZHaf4
915,Terrifier 3,0,Art the Clown unleashes chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,0.0,0,/xlkclSE4aq7r3JsFIJRgs21zUew.jpg,1034541,en,Terrifier 3,89.631,/7NDHoebflLwL1CcgLJ9wZbbDrmV.jpg,2024-10-09,0,0,1,https://www.youtube.com/watch?v=0EDDtgWnSeY
916,The Tower,0,"In the heart of a city, the inhabitants of a tower wake up one morning to find that their building is shrouded in an opaque fog, obstructing doors and windows - a strange dark matter that devours anything that tries to pass through it. Trapped, the residents try to organize themselves, but to ensure their survival they gradually succumb to their most primitive instincts, until they sink into horror...",4.652,0,/zRXJARKQZk6NleofIEyWcBt1fGk.jpg,852432,fr,La Tour,74.796,/9wcvKsdNs5eImAYFD4b12d0fSs9.jpg,2023-02-08,0,92,1,https://www.youtube.com/watch?v=dOTgNLRrsq0
917,Prisoners,0,"Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",8.098,0,/3RFmTz5h2UuFWEV4oH00XICBR9y.jpg,146233,en,Prisoners,58.977,/uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,2013-09-19,0,11600,1,https://www.youtube.com/watch?v=doPNgss-ntc
918,Stopping the Steal,0,"An inside account of President Trump's challenge to the results of the 2020 presidential election as told by former White House staff and appointees, including former Attorney General William Barr, and elected Republican officials in Arizona and Georgia who resisted pressure to change the results of the vote in their states.",8.5,0,/eDZalaDn3ZnvKmKEwR4npWBVXgP.jpg,1352173,en,Stopping the Steal,71.404,/x7p4AhZK0X2w43P3pPoyYvfMY3b.jpg,2024-09-17,0,2,1,https://www.youtube.com/watch?v=DYiPxpSBhRo
919,Carl's Date,0,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",7.497,0,/wLttOcR1wJGedXfpe69y215NvjN.jpg,1076364,en,Carl's Date,72.731,/wakoF2UgsEE3fGs5KpuwMWsaNr2.jpg,2023-06-15,0,397,1,https://www.youtube.com/watch?v=5emJgNiFbAA
920,Cars 2,0,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,6.127,0,/yMmhALrLWj9amm2pAelmdXggxk2.jpg,49013,en,Cars 2,75.688,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,2011-06-11,0,7656,1,https://www.youtube.com/watch?v=lg5hj2c5Nkk
921,Anacondas: The Hunt for the Blood Orchid,0,"The blood orchid - a rare flower that could hold the secret of eternal life and be worth a fortune to the company that finds it first. Led by a pharmaceutical research team, a scientific expedition sets out to go and explore deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling through rainstorms to make their way upriver, the group encounters poisonous insects and a ferocious crocodile, only to discover they're being stalked by an even greater danger: a gathering of giant anacondas. Heat-sensing, fifty-foot-long flesh eaters that will go after anyone that crosses in their path.",5.455,0,/2zg3nm55gMUi5lFzCdXMjnYJjS9.jpg,11237,en,Anacondas: The Hunt for the Blood Orchid,60.625,/gTlVy3wUApAanIAPdx3yz0YOROD.jpg,2004-08-25,0,939,1,https://www.youtube.com/watch?v=hVo9Gw9rJiE
922,Heavenly Touch,0,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",5.974,0,/9msuazXGWAyl7vhxVFU7e7Bb5Ik.jpg,179387,tl,Heavenly Touch,68.436,/ory8WuAqznTE7lfopTSymHpop2t.jpg,2009-05-12,0,19,1,
923,Edge of Tomorrow,0,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",7.624,0,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,137113,en,Edge of Tomorrow,72.11,/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,2014-05-27,0,13655,1,https://www.youtube.com/watch?v=eb8wTIcGLgQ
924,The Remaining,0,"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",6.085,0,/lcR8o5Fqm5WfqWkldyV2ZPSqdp8.jpg,280002,en,The Remaining,65.591,/z0HOfkCxd3QhEUfC3tR0s6U4ajp.jpg,2014-08-25,0,429,1,https://www.youtube.com/watch?v=bkxh8oFMD9Y
925,Jumanji: The Next Level,0,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",6.907,0,/oLma4sWjqlXVr0E3jpaXQCytuG9.jpg,512200,en,Jumanji: The Next Level,54.095,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,2019-12-04,0,8515,1,https://www.youtube.com/watch?v=F6QaLsw8EWY
926,Taming The Younger Sister-in-Law,0,"One day, Min-sang who is not that handsome becomes a huge success because of a webtoon. Then he gets a sexy wife, Yu-ra, for himself. Min-sang is having a dream-like marriage with Yura. It has been a perfect day except for his sister-in-law Yu-mi, who hates her ugly self. Accidentally, he learned of his wife's dark past through his sister-in-law's diary, and this leads to a reversal of the relationship with her sister-in-law. Min-sang began to demand excessive demands from his sister-in-law, and Yu-mi began to accept them. Where will the end of the relationship between Min-sang, Yu-ra, and Yu-mi lead?",6.1,0,/oubeM1HVaEpS1fk0L2qf12xWFR6.jpg,784941,ko,처제 길들이기,65.519,/dF5SiTe94NkkGJNinB6Mz2izKy0.jpg,2020-12-11,0,7,1,
927,Sexual Chronicles of a French Family,0,Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.,5.382,0,/gvtGBiE4r2xCVp0qR0mbM85Doxp.jpg,112160,fr,Chroniques sexuelles d'une famille d'aujourd'hui,79.538,/qNc91oPy8ffEXOqLVwpegITC7Yd.jpg,2012-05-09,0,343,1,https://www.youtube.com/watch?v=uZq9OfchXEE
928,Batman Begins,0,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",7.709,0,/lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg,272,en,Batman Begins,61.273,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,2005-06-10,0,20734,1,https://www.youtube.com/watch?v=lirBhHXvDSg
929,Busty Girlfriend,0,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",7.0,0,/zQKFPx03M9RKfEcRETXR2HoUZn1.jpg,587727,ko,가슴 큰 여자친구,68.782,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg,2019-03-08,0,9,1,
930,Init,0,"When a young barrio lass moves in to the city to study, she lives in a boarding house with other college students. Unknown to them, behind her shy and timid personality is a woman with insatiable hunger for sex.",5.0,0,/uUJuPiZh1QfIeTa1GeLWqnEkaP2.jpg,1302011,tl,Init,63.213,/fGY13rtdRzFqTkDMi5JayUWg6vL.jpg,2024-07-30,0,3,1,https://www.youtube.com/watch?v=pgkSHQqpz0M
931,After Ever Happy,0,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",6.8,0,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,744276,en,After Ever Happy,69.748,/moogpu8rNkEjTgFyLXwhPghft5w.jpg,2022-08-24,0,1199,1,https://www.youtube.com/watch?v=hLQ-5exgctI
932,The Twilight Saga: Breaking Dawn - Part 1,0,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,6.199,0,/yLpMWckfrzRiNZxB2tgBa5TkUKh.jpg,50619,en,The Twilight Saga: Breaking Dawn - Part 1,66.711,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,2011-11-16,0,8650,1,https://www.youtube.com/watch?v=PQNLfo-SOR4
933,Salome,0,Kelas Bintang is back with this pack of drama called Salome.,10.0,0,,1135869,id,Kelas Bintang - Salome,72.021,/9R94k6pMdLWHwzxSSlKVrPo0EE3.jpg,2023-05-13,0,1,1,
934,Den of Thieves,0,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,6.8,0,/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg,449443,en,Den of Thieves,85.431,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,2018-01-18,0,2804,1,https://www.youtube.com/watch?v=CZkUlNwiEBY
935,Ted,0,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",6.431,0,/wS9TiAS1WckeTS2IrFg5dRN9WQD.jpg,72105,en,Ted,57.175,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,2012-06-29,0,12176,1,https://www.youtube.com/watch?v=xXDAs23aSQc
936,Handling the Undead,0,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",6.5,0,/c2Gd2QwQx7IITMUoJgcckqMniqd.jpg,1020896,no,Håndtering av udøde,75.144,/6XlHOx0JQNgYjuJ4YQKbrt4Gd4d.jpg,2024-02-09,0,72,1,https://www.youtube.com/watch?v=qrmpti8QHco
937,The Nun,0,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,5.894,0,/cMnVmutb5mVgIBeiMOncAbwNjvG.jpg,439079,en,The Nun,75.904,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,2018-09-05,0,6578,1,https://www.youtube.com/watch?v=UvMVjwwZOF4
938,Pain & Gain,0,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",6.272,0,/73Ridh5DhGBmKAiwq8gy3IbtthT.jpg,134374,en,Pain & Gain,54.863,/9WqA0Ry9wmTzFvom8mNbcyKZQgP.jpg,2013-04-18,0,4392,1,https://www.youtube.com/watch?v=YmAQoc-yVdk
939,Gifted,0,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",8.037,0,/6MmYsaK6poR8f4R8jsBnJBU5tfd.jpg,400928,en,Gifted,70.704,/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,2017-04-07,0,5363,1,https://www.youtube.com/watch?v=x7CAjpdRaXU
940,Kalki 2898-AD,0,"In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.",6.4,0,/wzPsJaZtMHjITNW93l6gw99T1u7.jpg,801688,te,కల్కి 2898-ఎ.డి,65.977,/rstcAnBeCkxNQjNp3YXrF6IP1tW.jpg,2024-06-26,0,70,1,https://www.youtube.com/watch?v=rn7tdg6cpW4
941,Jaws,0,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",7.664,0,/3nYlM34QhzdtAvWRV5bN4nLtnTc.jpg,578,en,Jaws,51.877,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,0,10284,1,https://www.youtube.com/watch?v=WKuZJjPSLXQ
942,田中瞳 爆乳Jの衝撃,0,,6.2,0,,60957,ja,田中瞳 爆乳Jの衝撃,77.982,/3I6emoNa1mh8JfOkCdhg4zOP5SH.jpg,2007-11-08,0,4,1,
943,The Count of Monte-Cristo,0,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",8.4,0,/i9qxG4UVgfX4AdMGnfRzMYEowLQ.jpg,1084736,fr,Le Comte de Monte-Cristo,76.82,/4wrBcjtAXNNYfK7OChRqCnExCsu.jpg,2024-06-28,0,546,1,https://www.youtube.com/watch?v=8Q6y1waxlTY
944,Valerian and the City of a Thousand Planets,0,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",6.634,0,/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg,339964,en,Valerian and the City of a Thousand Planets,40.252,/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,2017-07-20,0,7403,1,https://www.youtube.com/watch?v=_shrCoqWh9k
945,Black Panther,0,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",7.384,0,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,284054,en,Black Panther,65.291,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,0,21999,1,https://www.youtube.com/watch?v=xjDjIWPwcPU
946,Jennifer's Body,0,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",5.952,0,/dcqbt5j5K6oMnz2kdEpJY8iG20i.jpg,19994,en,Jennifer's Body,63.531,/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg,2009-09-18,0,3716,1,https://www.youtube.com/watch?v=C8azftM5puI
947,Uhaw,0,A wife learns that her husband who's in coma had an affair. She confronts the other woman but instead finds solace in her. She then realizes she's falling for her husband's mistress.,0.0,0,/1bRxlfuI7woxnxM8Z8LIgaKpffH.jpg,1302017,tl,Uhaw,83.161,/sQ0tSFqX5pWGivFVe9ahM6YM3Km.jpg,2024-08-30,0,0,1,
948,The Platform,0,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity.",6.988,0,/3tkDMNfM2YuIAJlvGO6rfIzAnfG.jpg,619264,es,El hoyo,76.762,/8ZX18L5m6rH5viSYpRnTSbb9eXh.jpg,2019-11-08,0,6825,1,https://www.youtube.com/watch?v=RlfooqeZcdY
